7.534606e+13 , 1.659227e-25
7.595988e+13 , 1.900270e-25
7.658378e+13 , 2.192386e-25
7.721801e+13 , 2.549818e-25
7.786284e+13 , 2.991752e-25
7.851853e+13 , 3.544364e-25
7.918535e+13 , 4.243828e-25
7.986360e+13 , 5.140774e-25
8.055357e+13 , 6.306906e-25
8.125556e+13 , 7.844801e-25
8.196989e+13 , 9.902361e-25
8.269690e+13 , 1.269405e-24
8.343692e+13 , 1.653244e-24
8.419030e+13 , 2.187617e-24
8.495741e+13 , 2.940220e-24
8.573862e+13 , 4.010155e-24
8.653434e+13 , 5.535219e-24
8.734497e+13 , 7.680787e-24
8.817092e+13 , 1.057880e-23
8.901265e+13 , 1.419722e-23
8.987060e+13 , 1.821171e-23
9.074526e+13 , 2.204285e-23
9.163710e+13 , 2.506676e-23
9.254665e+13 , 2.678750e-23
9.347444e+13 , 2.689648e-23
9.442102e+13 , 2.527798e-23
9.538696e+13 , 2.201521e-23
9.637287e+13 , 1.754602e-23
9.737938e+13 , 1.275490e-23
9.840713e+13 , 8.585702e-24
9.945680e+13 , 5.514546e-24
1.005291e+14 , 3.488145e-24
1.016248e+14 , 2.222820e-24
1.027446e+14 , 1.444713e-24
1.038894e+14 , 9.624728e-25
1.050600e+14 , 6.578818e-25
1.062573e+14 , 4.609789e-25
1.074821e+14 , 3.306041e-25
1.087356e+14 , 2.422653e-25
1.100186e+14 , 1.811097e-25
1.113322e+14 , 1.379322e-25
1.126776e+14 , 1.068997e-25
1.140560e+14 , 8.423575e-26
1.154684e+14 , 6.744564e-26
1.169163e+14 , 5.485037e-26
1.184010e+14 , 4.530070e-26
1.199238e+14 , 3.799825e-26
1.214863e+14 , 3.238159e-26
1.230901e+14 , 2.805258e-26
1.247368e+14 , 2.472834e-26
1.264281e+14 , 2.221018e-26
1.281660e+14 , 2.036423e-26
1.299523e+14 , 1.911148e-26
1.317890e+14 , 1.842702e-26
1.336785e+14 , 1.835189e-26
1.356229e+14 , 1.902807e-26
1.376247e+14 , 2.078499e-26
1.396865e+14 , 2.435997e-26
1.418110e+14 , 3.151438e-26
1.440012e+14 , 4.698034e-26
1.462600e+14 , 8.527833e-26
1.485908e+14 , 1.907706e-25
1.509972e+14 , 3.894395e-25
1.534827e+14 , 3.356736e-25
1.560515e+14 , 1.424850e-25
1.587077e+14 , 6.496649e-26
1.614558e+14 , 3.924949e-26
1.643009e+14 , 2.997320e-26
1.672480e+14 , 2.699152e-26
1.703027e+14 , 2.730332e-26
1.734712e+14 , 3.014891e-26
1.767597e+14 , 3.581168e-26
1.801754e+14 , 4.553012e-26
1.837256e+14 , 6.212241e-26
1.874186e+14 , 9.191775e-26
1.912631e+14 , 1.505758e-25
1.952686e+14 , 2.834418e-25
1.994455e+14 , 6.492869e-25
2.038049e+14 , 1.879823e-24
2.083592e+14 , 6.684832e-24
2.131217e+14 , 1.523887e-23
2.181070e+14 , 1.929109e-23
2.233311e+14 , 1.757640e-23
2.288117e+14 , 8.222986e-24
2.345679e+14 , 1.528763e-24
2.406213e+14 , 3.024344e-25
2.469954e+14 , 8.624309e-26
2.537163e+14 , 3.108021e-26
2.608133e+14 , 1.295566e-26
2.683187e+14 , 5.946434e-27
2.762689e+14 , 2.917435e-27
2.847046e+14 , 1.500674e-27
2.936717e+14 , 7.984160e-28
3.032220e+14 , 4.349744e-28
3.134143e+14 , 2.407542e-28
3.243157e+14 , 1.345103e-28
3.360027e+14 , 7.543920e-29
3.485636e+14 , 4.226041e-29
3.621000e+14 , 2.353629e-29
3.767303e+14 , 1.297288e-29
